LOAN,MORTDUE,VALUE,YOJ,CLAGE,CLNO,DEBTINC
19000,75673,100335,8,93.15954491,16,33.51848053
19000,107199,132723,7,91.37193169,13,31.44261162
19000,57429,86250,5,175.5,16,
19000,47400,80000,12,95.36666667,10,
19000,43074,75700,,,,
19000,122000,158000,2,374.0333333,52,
19000,145800,190300,13,109.6666667,24,
19000,42000,64000,9,30.46666667,8,
19000,64758,119780,19,349,20,
19000,46300,72000,5,215.0333333,24,
19000,171106,200000,9.8,153.1666667,26,
19000,93050,118000,1,40.56666667,10,
19000,104176,165086,,254.7424804,24,39.61320557
19000,105200,130000,5,237.4333333,27,
19000,165988,217000,13,214.0333333,32,
19000,100670,122581,10,81.25254742,27,41.86363105
19000,24658,47027,19,159.1052252,31,53.54819585
19000,15100,23200,3.2,64.9,21,
19000,105729,172555,6,216.4390359,23,41.04674812
19000,42488,65636,7,90.67644435,14,42.22671648
19100,51994,66467,7,100.1818877,15,41.15508261
19100,31442,57151,16,100.0326359,17,39.90704163
19100,105111,176829,6,211.4003375,24,41.41312385
19100,46406,64413,16,285.7252577,22,30.77453617
19100,129111,197592,12,207.1551738,21,36.14177784
19100,48730,115967,15,264.9150843,19,25.40820478
19100,58453,76731,15,203.1410764,21,36.22872963
19100,22094,61820,5,201.1354777,13,28.8888762
19100,73217,93033,1,113.6945661,26,36.38416382
19200,68902,98737,1,166.8165741,19,33.03507598
19200,54483,81690,16,198.7025164,21,37.74942653
19200,62334,91300,8,92.33333333,13,
19200,73339,95426,1,169.9797497,19,33.29929576
19200,101641,160839,,260.8349929,23,37.12360431
19200,83591,109772,4,101.498812,25,37.07704153
19200,96401,115545,7,128.7145138,20,22.18728999
19200,153722,199812,13,121.9429162,24,29.80285908
19200,65206,13933,7,57.59183135,16,42.50243535
19200,62215,76573,18,199.8756458,21,36.02366277
19200,32417,97000,6,130.8666667,15,
19200,57728,96552,0,80.60236311,23,37.50810314
19200,24430,128837,9,355.7984125,10,41.14774922
19200,31307,60202,18,170.5812991,20,35.60054495
19300,109000,135000,3,98.43333333,14,
19300,83141,112096,15,255.788289,31,35.514488
19300,84425,119351,15,238.6686971,31,38.29827816
19300,50554,76140,9,78.27662528,27,36.02690437
19300,53710,78082,5,114.1426962,7,36.99134349
19300,148542,195791,12,110.3276351,23,30.53661059
19300,73668,89061,0,113.4535612,25,33.49881538
19300,31950,53814,17,178.4596372,20,37.13471233
19300,27747,43740,7,167.6579808,16,35.08607055
19300,76807,103026,13,169.2487527,27,34.87635872
19300,99714,126965,0,301.753574,20,43.29094169
19300,152000,182000,1,,,
19300,39926,101208,4,140.0516383,14,31.54569415
19300,33970,102792,6,145.0202453,14,31.87421747
19300,98769,121140,0,313.9245154,20,43.08554305
19300,146465,192854,13,110.6488068,23,29.97557603
19300,91004,116827,6,163.2821181,20,20.20603258
19300,51580,83518,13,89.525932,9,7.148413213
19300,96454,157809,3,1168.233561,0,40.20613826
19300,72752,106084,11,193.7070998,13,30.68610563
19400,39928,106271,6,129.1782772,14,31.92215492
19400,45036,78900,,,,40.02396798
19400,63508,12414,5,64.40760462,16,40.57016916
19400,167450,200902,9,264.6979824,37,25.63079874
19400,51360,76100,1,222.8321181,11,36.2633362
19400,39334,103578,6,127.5305161,15,31.36762719
19400,53000,82800,18,206.9666667,22,
19400,109812,172705,5,204.1054149,23,43.33840721
19400,110745,173474,6,217.4067053,23,42.22040715
19400,86219,126904,0,,0,34.48084978
19400,178000,219300,12,214.3666667,26,
19400,52677,80424,9,65.84753037,28,34.9508231
19400,71515,100771,,223.1710844,13,40.70504371
19500,94543,127718,11,132.4078556,24,30.85706709
19500,100077,122352,3,58.86102746,9,38.12151833
19500,51333,77732,,,,37.39831656
19500,92663,152627,3,106.7126279,16,35.3676568
19500,98718,122659,0,324.2570838,20,42.54602091
19500,88909,140092,13,163.5625044,25,33.00501666
19500,9475,30000,0,33.46666667,4,
19500,105000,138375,12,219.1333333,25,
19500,50000,89100,7,86.23333333,25,
19500,47000,70000,15,220.1666667,21,
19500,8861,170687,23,76.78849548,20,31.58400286
19500,58474,89240,6,172.8721456,15,38.82378279
19500,52080,89913,12,110.7603066,9,4.337283357
19500,58638,13930,4,69.00502714,16,42.50002486
19500,48835,72566,9,191.2753966,42,39.61242564
19500,10506,70945,,247.7919915,22,39.75560513
19500,100446,121516,0,306.1111041,20,43.02182338
19600,64000,90000,9,195.8,19,
19600,117646,149975,4,114.2136149,12,31.22280265
19600,94419,123705,19,92.7393804,22,84.37903408
19600,55169,86203,18,223.6033292,22,33.7552728
19600,109500,136000,12,183.9666667,32,
19600,33284,61824,14,119.4730729,17,37.78452367
19600,53662,80055,6,99.08554237,8,37.51829781
19600,49984,84519,12,92.81133323,10,7.614065422
19600,85984,112721,18,239.1377941,31,36.03118029
19600,128876,162994,2,382.312217,52,36.06796344
19700,33529,61209,17,112.1587412,18,40.72529612
19700,49793,113200,16,251.1041979,19,25.03374576
19700,62351,84624,0,88.12651678,22,54.24133474
19700,93040,113362,6,135.8138569,21,19.70439447
19700,32989,75950,9,283.1,19,
19700,23921,134867,9,374.1271833,10,38.8656552
19700,60999,89841,0,82.10388101,22,36.27999035
19700,5700,24457,,60.15632991,19,41.36387828
19700,105135,147353,11,225.6961276,24,43.00965053
19700,70709,97394,0,94.86046638,17,25.55670764
19700,139534,172125,0,101.9435185,17,32.76108398
19700,19349,133226,9,342.3163573,9,40.14790835
19800,73557,95770,0,70.02915918,17,25.59661737
19800,56745,83146,11,85.25361922,10,7.862193632
19800,51454,68073,1,130.9747908,17,32.30494412
19800,47488,77916,,,,37.3082467
19800,99137,121781,4,302.1278732,20,39.51062834
19800,13830,85587,20,229.5182951,40,35.31106586
19800,63701,14609,4,62.3597382,17,41.87419791
19800,65021,95188,1,73.0813375,16,27.44254252
19800,69174,95154,6,59.45925619,16,31.25482163
19900,90966,154351,4,103.9754422,17,35.40591994
19900,128219,162012,1,374.0237669,52,37.88816696
19900,168732,224270,12,217.6372546,32,41.5493313
19900,64620,91504,6,178.574866,16,37.72580119
19900,45748,82516,,,,39.31387802
19900,96435,130019,27,274.2825562,16,32.46920265
19900,132878,199172,14,197.923806,22,35.33060397
19900,25589,90051,8,138.9905144,20,30.27109245
19900,93619,130000,9,210.9666667,18,
19900,170947,222227,13,220.0164639,31,42.23579636
19900,68830,107598,10,202.9341954,13,30.95751627
19900,4641,23636,,63.53525475,19,40.44237823
19900,16232,70592,,242.3654026,22,39.44625142
19900,74193,94078,7,81.4143517,15,32.03355046
19900,78142,102085,12,160.3670328,27,34.09975711
20000,59936,12737,5,63.39540036,17,40.44657932
20000,38955,80680,8,295.3007793,18,40.39095601
20000,9647,31920,0,24.68623145,3,28.94036033
20000,43087,61438,14,276.5624153,20,29.29517878
20000,99000,140000,,,,
20000,72000,103000,0.5,174.3,23,
20000,170706,224233,11,207.0346845,32,41.10248922
20000,46775,70236,9,179.0823743,41,40.43069541
20000,68958,99875,11,117.6666667,23,
20000,,115750,,132.5333333,10,
20000,71254,109200,10,,,
20000,27900,,21,,,
20000,145500,194000,4.5,67.9,5,
20000,125000,165000,2,314.5,30,
20000,73400,94000,9,270,14,
20000,99300,139150,10,162.3666667,23,
20000,69742.61,180000,11,366.3,17,
20000,59964,100000,8,106.8333333,18,
20000,,90000,8,181.7,16,
20000,30000,46500,5,127.6,11,
20000,79741,117600,10,291.1666667,17,
20000,55746,105230,16,282.0666667,36,
20000,85704,94200,2,123.9,20,
20000,,73800,4,404.7666667,24,
20000,125000,162975,7,178.5333333,38,
20000,13316,50150,26,214.0333333,25,
20000,32000,56373,1,113.5666667,17,
20000,126324,171450,26,329.5666667,28,
20000,,64928.84,8,122.6666667,5,
20000,66820,100000,5,217.2666667,13,
20000,56135,93234,18,630.0333333,24,
20000,81800,106600,24,313.7666667,43,
20000,61843,95595,14,135.9666667,14,
20000,49034,98250,2,167.3666667,47,
20000,74368,105000,,180.6,25,
20000,145000,117500,5,96.4,34,
20000,56683,90600,2,155.2,22,
20000,135631.66,177000,8,321.6333333,17,
20000,,128042,0,314.5333333,21,
20000,29400,52000,,219.1333333,13,
20000,132436,180000,22,221.1666667,24,
20000,83205,132000,11,97.4,15,
20000,127826,277500,3,193.8,15,
20000,39000,62000,6,170.4333333,27,
20000,161000,204000,5,205.9333333,25,
20000,117820,154000,3,70.99812734,29,
20000,60336,132430,25,258.6666667,21,
20000,151982,,,146.5,43,
20000,78500,109725,9.8,117.6666667,30,
20000,104000,139900,15,95.36666667,49,
20000,16000,87300,28,232.3333333,21,
20000,122000,166100,2.6,206.9666667,18,
20000,47696.03,112700,16,123.7666667,23,
20000,14361,50000,,216.0666667,10,
20000,143000,185625,1.5,73.03333333,11,
20000,21300,308600,2,274.9,30,
20000,11000,75000,7,267.8333333,23,
20000,116932,138072,19,171.4666667,23,
20000,70862,201500,9.3,290.1667057,25,
20000,87800,163800,14,244.0666667,25,
20000,86019,94350,3.7,119.7,16,
20000,142500,190000,0.2,313.5333333,18,
20000,107000,146400,0.1,234.3333333,32,
20000,77900,105400,4,110.6,17,
20000,23140,47548,1,322.0045958,24,35.45950962
20000,27782,58313,16,185.1706372,20,38.68480699
20000,,78232,2,399.7418818,23,23.94885433
20000,22036,51068,25,210.7198667,25,29.16004451
20000,28440,91704,10,143.6374388,20,30.20689334
20000,9722,173518,21,89.21195484,20,31.12087741
20000,105422,146613,,,,38.03985503
20000,,26507,7,92.42667382,19,20.68374038
20000,,130063,2,323.9019547,21,32.31441938
20000,129682,180746,24,322.2002586,27,30.89117139
20100,78915,119400,18,232.8267062,30,36.64867972
20100,74013,106578,13,164.4458113,27,33.91624415
20100,14749,74584,,252.6059316,22,38.80187707
20100,38614,56295,3,132.6165215,11,25.7926535
20100,20153,94279,21,227.1825172,40,36.6966301
20100,,22971,5,102.7266545,18,18.50780264
20100,70491,100797,,247.0372719,14,40.27214938
20100,16755,29412,3,62.0501108,21,58.1321829
20100,54098,88939,,,,
20100,62661,87329,18,198.3413433,22,32.83817817
20100,36486,46883,3,117.783379,10,24.85145676
20100,54257,68830,10,201.0564204,41,37.18018131
20100,45764,79967,,,,38.64772791
20100,59726,79982,8,74.21075866,28,36.84692179
20100,57192,82870,5,91.70143677,7,36.6352308
20100,104183,139637,10,162.0041808,23,34.62420281
20100,72775,102308,8,206.4788452,13,32.78297142
20100,171132,201214,11,250.9230696,38,25.96553266
20100,137009,286955,3,196.9841162,14,30.08535009
20100,84965,110676,18,244.02973,30,38.62783022
20200,105278,180304,6,218.6578187,24,41.80676309
20200,9297,26699,,55.70549729,18,41.71895839
20200,88020,139200,10,99.04640244,15,39.91695729
20200,25956,92553,7,156.2693203,21,28.2904395
20200,125647,166423,1,395.1487613,51,36.13250999
20200,61303,97780,17,632.1031857,24,20.73703901
20200,,72469,8,120.303257,5,20.50577116
20200,137000,174685,6,183.6666667,43,
20200,35819,49843,4,121.1022295,11,27.0375129
20200,51588,121752,14,253.2489667,20,26.43068063
20200,153084,196968,6,,16,32.01179994
20200,45088,65211,10,118.5696695,22,43.45451215
20200,33000,62400,1,123.8,2,
20200,61477,98143,1,156.9290889,21,36.09986835
20200,51449,69060,2,216.218081,12,33.33358202
20200,,68031,6,120.593465,4,18.32048799
20200,34676,62987,1,112.7990866,17,22.09304595
20200,59347,97816,18,618.7358902,24,21.66864227
20200,41479,70102,5,172.9117149,26,33.83467117
20200,82181,119535,41,105.2192968,28,52.73486061
20200,130401,171686,7,178.9425448,38,20.32713791
20300,59809,107994,15,263.9912932,36,26.50856379
20300,90048,129230,13,134.9425973,25,30.23655406
20300,71387,107363,4,219.8747302,13,29.5672214
20300,37056,55027,,223.5536916,13,40.32604931
20300,82996,118224,11,287.6116049,16,34.18708305
20300,36360,57905,,214.9704843,12,39.26309424
20300,153896,200279,7,,16,29.07518765
20300,21281,90551,22,219.0882238,41,37.15549756
20300,63803,89079,21,323.8085733,28,45.8759169
20300,37388,55703,,222.733567,12,39.81473684
20300,77325,133075,19,166.1260891,21,40.73602194
20300,180254,220843,11,217.1281672,25,41.56310065
20300,66667,92158,9,174.8921056,64,40.545681
20300,94781,125948,12,148.6556875,24,33.18367731
20300,13838,30813,0,39.64588729,3,29.98518301
20400,173975,219297,12,198.5572405,32,40.7848993
20400,29985,54038,15,177.5936728,20,35.55430368
20400,86559,123114,9,280.7932257,16,34.43917111
20400,99781,128452,23,265.9508455,16,33.79937887
20400,,94446,6,184.82429,16,40.77586435
20400,153958,195834,9,,15,31.13462438
20400,44746,63433,5,176.3284966,26,36.67687831
20400,19265,43962,5,177.9047071,15,35.40463887
20400,68928,98587,13,153.5781354,13,36.17609184
20400,38267,68684,12,121.4533629,22,42.20643322
20400,81823,114832,18,234.3920415,31,35.20581884
20400,132443,204082,13,187.0186916,22,36.82188744
20400,76305,103430,8,68.44158303,16,31.51559341
20400,83188,113181,25,321.5609396,42,37.69667921
20400,52109,100316,0,166.9381999,46,35.52622751
20400,41985,100096,4,141.0330881,14,32.93078188
20400,60393,98247,3,149.5711997,22,34.34224939
20500,82638,109915,,176.3666652,25,37.86483283
20500,93761,94895,1,118.276051,20,33.70161545
20500,64123,103728,8,112.5822669,17,35.84627282
20500,25984,95541,28,248.4048782,21,17.80584889
20500,37437,65004,1,120.4267161,17,22.52545512
20500,86236,138729,11,97.86217257,14,38.6994411
20500,113963,131135,3,243.6806039,26,143.949605
20500,,130396,0,305.6564224,21,31.58225278
20500,173061,220886,13,213.9143599,32,43.79573429
20500,47130,66415,4,170.9255245,26,33.58241575
20500,41899,65418,12,113.4824598,22,43.20659883
20500,169689,198931,9,258.6200419,37,26.36612627
20500,67852,97944,14,141.0053448,14,36.6093894
20500,59969,90311,5,151.5753417,15,36.50493346
20500,53438,118731,14,258.5210694,20,26.14692719
20500,183000,230000,2,288.8666667,27,
20500,89269,132500,,203.9,21,
20500,52031,64975,2.5,105.5333333,33,
20500,87892,136867,10,96.92964469,15,40.16291939
20500,80441,100505,7,87.44666334,23,38.49506596
20500,76620,185666,8,360.6400541,16,33.75431861
20500,39147,58049,,202.9030543,12,38.64601873
20500,106839,144460,13,107.6713817,49,39.68708944
20500,85884,103546,5,39.98582958,16,34.06826893
20500,64113,98322,16,634.4618926,23,19.57431626
20600,67086,108006,6,116.3286575,18,36.96632523
20600,91180,98088,2,125.6768499,20,36.53740053
20600,69949,101807,3,218.390939,13,30.2712393
20600,74828,106493,5,204.0744093,12,30.22295994
20600,,24894,3,90.91493176,18,22.03357993
20600,16779,56481,24,228.0570024,24,27.17664772
20600,44826,66226,13,120.4332624,22,40.91194986
20600,124323,166781,4,381.0256475,51,37.16904808
20600,35530,105838,7,106.162918,15,32.09386652
20600,91183,138268,12,113.1666358,15,41.20785574
20600,52946,83558,0,65.88287939,10,65.14359346
20600,62531,96584,1,146.839968,21,33.94558615
20600,48500,72000,17,,0,
20600,32439,55024,0,302.7839495,24,35.38837972
20600,79590,106014,,180.0541538,25,40.69308168
20600,138918,175989,5,189.9559195,42,40.86267837
20600,,28635,5,102.9868632,18,19.44718515
20600,147855,125839,4,97.10958363,34,29.69750665
20600,185050,234004,3,313.6044894,27,40.04911263
20600,114947,173502,4,219.3368796,24,40.54373892
20700,80124,99938,7,69.32471958,24,38.67963357
20700,110307,140902,13,243.3239163,24,41.3367401
20700,71408,103991,4,208.3517505,12,31.32739444
20700,100778,142271,,,,39.98309593
20700,41000,65000,26,305.2666667,32,
20700,48134,78954,,,,37.76048242
20700,,64980,6,112.6358603,5,17.69314418
20700,61710,86749,2,114.0118385,16,40.76214878
20700,107766,146937,12,223.1378975,24,42.54727476
20700,72698,96691,,233.5953067,13,42.62634036
20700,140776,183621,7,315.3743912,17,43.85601978
20700,69810,100756,3,213.7282918,13,32.87190897
20700,32817,101720,5,132.9409379,15,31.60621741
20800,70758,,0,107.5333333,19,
20800,176235,209695,9,159.7067703,25,38.59193997
20800,155315,192038,11,114.4821976,23,29.89157194
20800,56364,115760,16,261.8140558,19,24.79795817
20800,77885,98188,4,50.29354716,23,38.12040471
20800,46434,68490,6,171.2834729,26,35.99929647
20800,107787,182140,7,214.3305682,23,41.92846949
20800,156393,199881,7,,16,30.92340746
20800,51562,99997,1,168.3145771,47,35.23139271
20800,29503,54923,,215.4807143,12,38.73213217
20800,150507,126763,4,102.4223879,33,31.990311
20800,107379,147014,10,161.5374824,22,31.92532942
20800,97360,123854,0,310.2318196,20,43.21741696
20800,,26732,6,103.0311295,19,21.30427209
20800,,74486,6,407.5856237,24,22.16287266
20800,27453,49041,0,296.3963289,24,37.06995687
20800,63764,97090,1,63.24887692,23,34.59966898
20800,58440,99244,1,174.9585772,46,37.48854569
20800,,78483,2,412.0148731,23,21.94584905
20800,,130472,1,308.410354,21,29.66545241
20800,96994,140564,13,169.6871574,25,33.5250643
20800,56597,79582,9,67.69193855,27,36.06123372
20800,136884,180053,9,323.5951974,17,43.03775004
20900,30517,58756,,222.0379946,12,40.42166884
20900,71972,101745,6,67.32456202,23,38.51325618
20900,111464,144487,11,206.6773533,25,40.06547716
20900,16174,34886,1,52.30365625,4,29.7527322
20900,,74233,6,123.1148817,4,20.78174123
20900,127077,204192,13,181.6508803,22,34.58958143
20900,59228,92224,1,157.0711836,21,37.67720937
20900,39244,55582,5,120.2198845,10,26.22575883
20900,63038,86870,3,113.6988334,16,38.73252181
20900,45279,73814,1,235.3955528,12,34.57184425
20900,55000,79900,2.5,45.63113553,14,
20900,51960,105524,2,179.925635,47,37.17960241
20900,69233,105434,,242.1642572,13,40.16365053
20900,60553,91364,1,75.56380333,22,37.41120065
20900,66575,79416,13,107.2695126,28,28.38233702
20900,122807,150896,5,123.4795377,13,30.4244811
20900,61402,88659,9,164.2489323,63,40.92143334
20900,62615,87904,5,177.8648492,15,36.83107615
20900,133213,174787,26,332.0828264,27,32.34639883
20900,,73849,7,124.9559978,5,18.48129353
20900,152994,117934,4,98.50936023,34,32.31318716
20900,58299,78684,3,98.66282045,16,38.97200388
21000,101678,144063,9,167.7183935,22,32.20492622
21000,81848,109860,,173.7861616,24,40.05752741
21000,53572,80048,9,69.90656984,27,34.9310865
21000,94063,139868,,207.2100355,21,30.24782255
21000,69097,105200,,237.8201289,13,40.30577357
21000,63405,86804,5,156.8727507,15,37.43378459
21000,133430,189263,22,229.986998,23,40.56412158
21000,113954,136249,2,97.54425218,14,33.62088344
21000,48735,71694,8,48.49897084,10,32.92140064
21000,,55000,7,,,
21000,86545,118000,9.9,121.7666667,24,
21000,64100,85100,3.5,97.63333333,30,
21000,90267,134000,7,160.9,32,
21000,42000,67000,7,66.63333333,19,
21000,87000,140000,22,163.3666667,25,
21000,110000,138000,16,154.2,30,
21000,69231,95000,8,116.7,22,
21000,96000,125000,0.3,116.9,19,
21000,42000,67000,7,65.96666667,18,
21000,67657,100606,5,225.2852704,12,31.04430422
21000,90425,97741,1,123.9728061,20,33.56414529
21000,106011,173778,7,223.7696106,24,40.56475036
21000,52411,90031,5,90.4254746,24,41.96624947
21000,94019,134565,,196.1979075,21,26.86773396
21000,,91455,7,174.4289688,15,38.59337641
21000,131378,199687,12,208.6059657,21,37.09927911
21000,65205,86313,4,99.36947035,15,40.14317075
21100,16110,54436,24,207.2079516,25,28.09337559
21100,48624,83448,,,,39.67140831
21100,55863,81406,10,74.57642698,27,36.76027571
21100,81389,123842,9,285.0469162,17,37.13906786
21100,72000,98000,6,79.16666667,29,
21100,61427,83722,19,220.5535336,21,32.72762776
21100,63955,95621,19,626.2970937,24,20.01032357
21100,91479,127110,25,279.4682368,16,33.07852222
21100,143487,180122,7,324.1633286,16,43.25118252
